timestamp,jobid,n,processes,threads,distribution,schedule,computation_time,total_time,primes_found
2026-09-17T14:28:04Z,140414,100000000,4,8,cyclic,guided,2.644711,3.579161,5761455
2026-09-17T14:28:04Z,140419,100000000,8,4,block,static,3.442288,4.113949,5761455
2026-09-17T14:28:07Z,140415,100000000,4,8,weighted,guided,1.822141,2.502936,5761455
2026-09-17T14:28:07Z,140417,100000000,8,2,cyclic,static,3.354105,4.308864,5761455
2026-09-17T14:28:07Z,140418,100000000,8,2,weighted,dynamic,3.731054,4.309683,5761455
2026-09-17T14:28:08Z,140414,100000000,4,8,cyclic,guided,2.124964,3.102042,5761455
2026-09-17T14:28:09Z,140419,100000000,8,4,block,static,3.307934,3.980982,5761455
2026-09-17T14:28:09Z,140399,100000000,2,2,cyclic,guided,14.990267,15.795091,5761455
2026-09-17T14:28:10Z,140415,100000000,4,8,weighted,guided,1.824334,2.522461,5761455
2026-09-17T14:28:10Z,140416,100000000,8,2,block,guided,4.640170,5.129531,5761455
2026-09-17T14:28:11Z,140414,100000000,4,8,cyclic,guided,1.706028,2.722208,5761455
2026-09-17T14:28:12Z,140417,100000000,8,2,cyclic,dynamic,3.363364,4.349209,5761455
2026-09-17T14:28:12Z,140418,100000000,8,2,weighted,dynamic,3.721487,4.285652,5761455
2026-09-17T14:28:13Z,140419,100000000,8,4,block,static,2.338203,3.103909,5761455
2026-09-17T14:28:13Z,140415,100000000,4,8,weighted,guided,1.826191,2.535519,5761455
2026-09-17T14:28:13Z,140400,100000000,2,2,weighted,guided,16.230730,16.867689,5761455
